LocationCode,RegistrarOffice
2698,ท้องถิ่นเทศบาลตำบลท่าช้าง
2699,ท้องถิ่นเทศบาลเมืองนครนายก
2700,จังหวัดสระแก้ว
2701,อำเภอเมืองสระแก้ว
2702,อำเภอคลองหาด
2703,อำเภอตาพระยา
2704,อำเภอวังน้ำเย็น
2705,อำเภอวัฒนานคร
2706,อำเภออรัญประเทศ
2707,อำเภอเขาฉกรรจ์
2708,อำเภอโคกสูง
2709,อำเภอวังสมบูรณ์
2791,ท้องถิ่นเทศบาลตำบลวังสมบูรณ์
2792,ท้องถิ่นเทศบาลตำบลเขาฉกรรจ์
2793,ท้องถิ่นเทศบาลตำบลวัฒนานคร
2794,ท้องถิ่นเทศบาลเมืองวังน้ำเย็น
2795,ท้องถิ่นเทศบาลตำบลตาพระยา
2796,ท้องถิ่นเทศบาลตำบลศาลาลำดวน
2797,ท้องถิ่นเทศบาลตำบลท่าเกษม
2798,ท้องถิ่นเทศบาลเมืองอรัญญประเทศ
2799,ท้องถิ่นเทศบาลเมืองสระแก้ว
3000,จังหวัดนครราชสีมา
3001,อำเภอเมืองนครราชสีมา
3002,อำเภอครบุรี
3003,อำเภอเสิงสาง
3004,อำเภอคง
3005,อำเภอบ้านเหลื่อม
3006,อำเภอจักราช
3007,อำเภอโชคชัย
3008,อำเภอด่านขุนทด
3009,อำเภอโนนไทย
3010,อำเภอโนนสูง
3011,อำเภอขามสะแกแสง
3012,อำเภอบัวใหญ่
3013,อำเภอประทาย
3014,อำเภอปักธงชัย
3015,อำเภอพิมาย
3016,อำเภอห้วยแถลง
3017,อำเภอชุมพวง
3018,อำเภอสูงเนิน
3019,อำเภอขามทะเลสอ
3020,อำเภอสีคิ้ว
3021,อำเภอปากช่อง
3022,อำเภอหนองบุญมาก
3023,อำเภอแก้งสนามนาง
3024,อำเภอโนนแดง
3025,อำเภอวังน้ำเขียว
3026,อำเภอเทพารักษ์
3027,อำเภอเมืองยาง
3028,อำเภอพระทองคำ
3029,อำเภอลำทะเมนชัย
3030,อำเภอบัวลาย
3031,อำเภอสีดา
3032,อำเภอเฉลิมพระเกียรติ
3033,กิ่งอำเภอเขาใหญ่
3034,กิ่งอำเภอนครจันทึก
3035,กิ่งอำเภอวังเพชร
3036,กิ่งอำเภอห้วยบง
3037,ท้องถิ่นเทศบาลตำบลเมืองยาง
3038,ท้องถิ่นเทศบาลตำบลหนองน้ำใส
3039,ท้องถิ่นเทศบาลตำบลด่านคล้า
3040,ท้องถิ่นเทศบาลตำบลใหม่
3041,ท้องถิ่นเทศบาลตำบลหนองบัวตะเกียด
3042,ท้องถิ่นเทศบาลตำบลบัลลังก์
3043,ท้องถิ่นเทศบาลตำบลหนองไข่น้ำ
3044,ท้องถิ่นเทศบาลตำบลท่าเยี่ยม
3045,ท้องถิ่นเทศบาลตำบลสีมามงคล
3046,ท้องถิ่นเทศบาลตำบลลำนางแก้ว
3047,ท้องถิ่นเทศบาลตำบลดอนหวาย
3048,ท้องถิ่นเทศบาลตำบลหมูสี
3049,ท้องถิ่นเทศบาลตำบลโพธิ์กลาง
3050,ท้องถิ่นเทศบาลตำบลหัวทะเล
3051,ท้องถิ่นเทศบาลตำบลวังไทร
3052,ท้องถิ่นเทศบาลตำบลปรุใหญ่
3053,ท้องถิ่นเทศบาลตำบลหนองไผ่ล้อม
3054,ท้องถิ่นเทศบาลตำบลท่าช้าง
3055,ท้องถิ่นเทศบาลตำบลสีดา
3056,ท้องถิ่นเทศบาลตำบลหนองบัวลาย
3057,ท้องถิ่นเทศบาลตำบลหนองบัววง
3058,ท้องถิ่นเทศบาลตำบลพระทองคำ
3059,ท้องถิ่นเทศบาลตำบลศาลเจ้าพ่อ
3060,ท้องถิ่นเทศบาลตำบลโนนแดง
3061,ท้องถิ่นเทศบาลตำบลกลางดง
3062,ท้องถิ่นเทศบาลเมืองสีคิ้ว
3063,ท้องถิ่นเทศบาลตำบลลาดบัวขาว
3064,ท้องถิ่นเทศบาลตำบลคลองไผ่
3065,ท้องถิ่นเทศบาลตำบลขามทะเลสอ
3066,ท้องถิ่นเทศบาลตำบลสูงเนิน
3067,ท้องถิ่นเทศบาลตำบลกุดจิก
3068,ท้องถิ่นเทศบาลตำบลชุมพวง
3069,ท้องถิ่นเทศบาลตำบลหินดาด
3070,ท้องถิ่นเทศบาลตำบลห้วยแถลง
3071,ท้องถิ่นเทศบาลตำบลพิมาย
3072,ท้องถิ่นเทศบาลเมืองเมืองปัก
3073,ท้องถิ่นเทศบาลตำบลตะขบ
3074,ท้องถิ่นเทศบาลตำบลประทาย
3075,ท้องถิ่นเทศบาลตำบลหนองหัวฟาน
3076,ท้องถิ่นเทศบาลตำบลขามสะแกแสง
3077,ท้องถิ่นเทศบาลตำบลมะค่า
3078,ท้องถิ่นเทศบาลตำบลตลาดแค
3079,ท้องถิ่นเทศบาลตำบลโนนไทย
3080,ท้องถิ่นเทศบาลตำบลโคกสวาย
3081,ท้องถิ่นเทศบาลตำบลหนองกราด
3082,ท้องถิ่นเทศบาลตำบลด่านขุนทด
